0,1,2,3,4,5,6,7,8
0.62933534,0.466204,0.45697892,0.45856354,0.5659456,0.42306992,0.5333178,0.34914115,0.40561047
0.5762629,0.5575003,0.45407155,0.48401386,0.52164096,0.4814774,0.5234872,0.4523574,0.50596493
0.73415464,0.6658876,0.359632,0.36938137,0.6339849,0.485505,0.56782573,0.3761339,0.44187185
0.7033711,0.64218026,0.3801272,0.39265898,0.6107608,0.48517042,0.5587349,0.39327458,0.4564804
0.64339787,0.45880035,0.453954,0.45013398,0.57720053,0.4148566,0.5361439,0.33256724,0.390367
0.8779895,0.6207863,0.34360155,0.17991538,0.780843,0.5615884,0.6728739,0.42369598,0.47660127
0.7918111,0.69873047,0.3267209,0.3162271,0.6824267,0.492154,0.59095025,0.35302594,0.42148829
0.6991266,0.6470262,0.37902957,0.39936826,0.6070721,0.48151937,0.55491567,0.38889453,0.4539828
0.761877,0.6834938,0.34297347,0.3454513,0.6563945,0.4876501,0.5778562,0.3635703,0.43092945
0.79281104,0.59282345,0.38660216,0.27413663,0.6950577,0.5329252,0.6196338,0.43788767,0.49040684
0.52190584,0.521867,0.47884125,0.5202413,0.48286593,0.48409653,0.51254797,0.47891042,0.5210169
0.7348248,0.66448176,0.36030236,0.36800954,0.6347373,0.48626548,0.56856763,0.37730673,0.4428219
0.5865496,0.5529365,0.45467183,0.472166,0.5298634,0.4856958,0.5290359,0.45638353,0.50897104
0.7332867,0.6714666,0.3565895,0.3728403,0.63256305,0.4830245,0.56579524,0.37156788,0.43816683
0.5753726,0.555937,0.45512834,0.48419943,0.5211628,0.48180145,0.5235078,0.4535112,0.50688946
0.6759797,0.5829505,0.41974697,0.3961214,0.5954196,0.49894646,0.56115645,0.43805993,0.49295083
0.55698127,0.5530803,0.4656816,0.5006881,0.5106498,0.47461027,0.5137584,0.45285812,0.5129959
0.78354144,0.6750036,0.3426614,0.31617352,0.6773917,0.49867645,0.59271055,0.37193254,0.43735665
0.5747289,0.49410865,0.4683631,0.49038655,0.52317107,0.4542535,0.52268934,0.41440207,0.46425158
0.7295307,0.5650532,0.4179595,0.33321047,0.64158744,0.5212009,0.5917587,0.45506498,0.5053822
0.52452916,0.51938874,0.47846425,0.518768,0.4848255,0.4823913,0.513171,0.47531733,0.51756024
0.53545445,0.52789307,0.47452766,0.51269376,0.4934244,0.47919047,0.5136826,0.46679568,0.5143404
0.79694206,0.69659895,0.3266665,0.30897388,0.6876232,0.4949767,0.5947216,0.35515216,0.42314005
0.5316027,0.5154927,0.47709614,0.51480085,0.49017915,0.47837025,0.51454306,0.46658778,0.5098855
0.55823034,0.5023396,0.4717219,0.49978286,0.51048297,0.46351522,0.5195556,0.4343236,0.4817839
0.65109116,0.61592335,0.41069672,0.43575928,0.5741506,0.47699213,0.53874296,0.40942207,0.47602445
0.9255973,0.69142616,0.2833432,0.13033845,0.8365706,0.5681119,0.7046937,0.372858,0.4332993
0.5509595,0.5059454,0.47319412,0.5038998,0.5049191,0.46758106,0.5181823,0.4431224,0.48948142
0.5736319,0.4946583,0.4685873,0.49101394,0.5223245,0.4548711,0.52248013,0.41572455,0.46542013
0.57559425,0.49367487,0.46818617,0.48989138,0.5238392,0.4537661,0.5228545,0.41335917,0.4633295
0.7433366,0.5935591,0.39876673,0.32937837,0.65031636,0.5154515,0.5917733,0.43387833,0.48832613
0.6345147,0.5969223,0.42028338,0.44403538,0.561122,0.48255855,0.53862745,0.42497435,0.4832577
0.72737634,0.63346297,0.3798813,0.36289877,0.63202554,0.49574864,0.573132,0.40159604,0.46276373
0.77412504,0.6741344,0.345501,0.32700244,0.66872317,0.49563456,0.5874492,0.37199834,0.4376245
0.6248812,0.52467656,0.4630531,0.42304713,0.5621744,0.5055185,0.55276036,0.4800245,0.52687275
0.7000772,0.6345079,0.3852588,0.39283022,0.6089565,0.48708114,0.5591892,0.3991599,0.4613191
0.69769734,0.6457084,0.37967917,0.40030015,0.6058356,0.4818908,0.5547957,0.39001054,0.4544075
0.6027457,0.58414716,0.43999416,0.4700277,0.54153997,0.47469965,0.5248869,0.4310238,0.4959143
0.52999884,0.5290646,0.4758136,0.5157509,0.48924816,0.4819151,0.5128262,0.47290766,0.51917434
0.55834496,0.5022827,0.47169858,0.4997179,0.5105708,0.46345103,0.5195773,0.43418497,0.48166242
0.67789656,0.6337368,0.39374253,0.41598505,0.5926903,0.47863844,0.5470042,0.39731812,0.46433648
0.6753821,0.62222075,0.3975137,0.4134517,0.5903041,0.48452967,0.5506478,0.40744504,0.46847048
0.60183614,0.57498187,0.43920714,0.46678776,0.538753,0.48183805,0.5299684,0.44022918,0.49595127
0.64528716,0.45779735,0.45354387,0.44899258,0.57872134,0.41374597,0.53652704,0.3303495,0.3883149
0.62518394,0.5894044,0.42642197,0.45006493,0.55482477,0.4827856,0.5364426,0.43030846,0.48767292
0.76909894,0.6699342,0.3491612,0.33113343,0.6645982,0.49552357,0.5857379,0.37507042,0.4402641
0.6604723,0.5890989,0.41949096,0.41452774,0.5823551,0.49241316,0.5523934,0.4324377,0.4887587
0.57346684,0.49474096,0.46862105,0.49110824,0.52219725,0.45496395,0.5224487,0.41592354,0.4655959
0.5700704,0.56474704,0.4607345,0.49331668,0.52111095,0.47104022,0.51421434,0.44310063,0.5099717
0.6988891,0.6459792,0.37887985,0.3991358,0.6065846,0.4824092,0.55550617,0.39000234,0.45390147
0.67347705,0.62926143,0.39528808,0.4185572,0.5886661,0.48040047,0.54713553,0.4012955,0.46527365
0.5754864,0.56957877,0.45867923,0.49025172,0.52545667,0.46955636,0.51440406,0.43905506,0.50871366
0.6504243,0.6160361,0.41157892,0.43650818,0.5740339,0.47622016,0.53799546,0.40901095,0.47667736
0.6528576,0.45375738,0.4518913,0.44439664,0.58483726,0.40927753,0.5380714,0.3214855,0.38008252
0.6638437,0.60219175,0.41135284,0.41667506,0.58347934,0.48862576,0.5505491,0.4224583,0.48073527
0.8051161,0.6556222,0.348106,0.28246698,0.7002203,0.51441884,0.6111528,0.38917226,0.45095736
0.8272583,0.60347736,0.37073016,0.23765679,0.7275551,0.5429119,0.6388021,0.43233114,0.48510018
0.78052646,0.6717868,0.34527826,0.3184301,0.674943,0.49885145,0.5918249,0.37433863,0.43940616
0.710897,0.59294945,0.40655953,0.3638981,0.622795,0.5055415,0.5753816,0.43233636,0.48774835
0.54705226,0.51478565,0.47311836,0.50613385,0.5020901,0.47119084,0.51668215,0.4501977,0.49771634
0.5221414,0.52013665,0.4789967,0.5201031,0.48300815,0.4836305,0.51277095,0.4780712,0.5198107
0.7480992,0.6572155,0.36149582,0.34990066,0.64722896,0.4933678,0.57762164,0.38396528,0.44800562
0.5379506,0.5123692,0.47581887,0.5112346,0.49500218,0.4748368,0.51573414,0.4588873,0.5032086
0.5207351,0.5208259,0.47927898,0.5208901,0.481944,0.48441187,0.51250774,0.47977853,0.52128315
0.55619085,0.5033523,0.47213528,0.5009391,0.50892067,0.4646566,0.51917,0.43679067,0.48394492
0.6434005,0.5904731,0.4221817,0.4323532,0.5687929,0.48726204,0.5442833,0.4304471,0.4874718
0.77867305,0.6485985,0.3590458,0.3111843,0.67587197,0.50716376,0.59703684,0.39288563,0.4546105
0.7061546,0.5712434,0.4198161,0.36016074,0.6213147,0.5118694,0.57854944,0.44885585,0.50094026
0.67572266,0.4413318,0.44679877,0.4302782,0.6035373,0.39558637,0.5428321,0.2949512,0.35512874
0.54086727,0.5387337,0.4717409,0.5097023,0.4978445,0.4789798,0.5132006,0.46484,0.5166932
0.6151341,0.47357917,0.45998934,0.46696743,0.55468875,0.43127763,0.5305062,0.36598793,0.4209475
0.8613617,0.67951626,0.31748414,0.21930842,0.7564346,0.5303017,0.64446,0.37458333,0.43742627
0.58221596,0.4903479,0.46682912,0.48609427,0.52896065,0.45003095,0.52412087,0.40538624,0.456266
0.76098526,0.67862463,0.3460382,0.34435076,0.656179,0.48929232,0.57873845,0.367485,0.43418822
0.7409795,0.6354062,0.37566873,0.34871536,0.64353925,0.49933815,0.5796985,0.40089852,0.46192423
0.6915102,0.6251732,0.39244574,0.39786425,0.60303,0.48805177,0.55752885,0.4060286,0.46703306
0.6582725,0.5966824,0.4156325,0.41999292,0.57972175,0.4890787,0.5494221,0.42643592,0.48401278
0.5356032,0.53405005,0.47371462,0.51263463,0.49367717,0.48040244,0.51301914,0.46874857,0.517896
0.7263048,0.6410088,0.3757938,0.36727217,0.6302201,0.4925794,0.570564,0.395553,0.457888
0.6493359,0.6106798,0.40944692,0.43511635,0.57101613,0.48155785,0.5416858,0.41505915,0.4750593
0.67134476,0.5952158,0.41377068,0.40602082,0.590278,0.4932397,0.5558381,0.42829505,0.48526374
0.7168782,0.61064374,0.3952261,0.36476412,0.6257751,0.50094086,0.5738024,0.418904,0.47690457
0.5636463,0.49964556,0.47062227,0.49670714,0.51463807,0.46048072,0.5205814,0.42777663,0.47603852
0.86906314,0.5942522,0.36141956,0.18420294,0.7728877,0.56617564,0.6716562,0.44358346,0.49273723
0.7784221,0.63863486,0.36476684,0.30755177,0.6767528,0.51084566,0.5995276,0.40081188,0.46104348
0.77312964,0.6873577,0.33802316,0.33387494,0.66622275,0.48999825,0.58314556,0.36113814,0.42866686
0.70886594,0.5564704,0.4274831,0.35151994,0.62520856,0.5178937,0.5835694,0.4603983,0.5099877
0.5779756,0.52697694,0.47025654,0.4708827,0.5264316,0.49011552,0.5310624,0.47165972,0.5208997
0.6783628,0.43987346,0.4461999,0.428623,0.6057203,0.3939848,0.54339206,0.29191226,0.35223913
0.7078079,0.64757824,0.3760509,0.3902578,0.6138023,0.4844464,0.5594586,0.38924083,0.4531127
0.6677893,0.62561584,0.39903602,0.42285302,0.584803,0.4798359,0.5452114,0.40368125,0.4678798
0.7425184,0.6555129,0.36376598,0.3554715,0.64252275,0.4922029,0.57509965,0.38498098,0.44895113
0.773162,0.66642255,0.35020146,0.3248948,0.66873986,0.49832496,0.58902913,0.37818253,0.4427297
0.73491305,0.6390104,0.37499943,0.35694337,0.6378544,0.4960411,0.575553,0.39766398,0.4594281
0.7476199,0.6427413,0.36993092,0.34434438,0.6485052,0.49873674,0.58127904,0.39549592,0.45740813
0.7615412,0.6714477,0.35009378,0.3405891,0.65754485,0.49232268,0.5810612,0.37335002,0.43901354
0.7864076,0.68570215,0.33572212,0.3172263,0.67883694,0.49545476,0.5914168,0.3633924,0.43023545
0.8315943,0.7165542,0.30553567,0.27293658,0.7201497,0.5008376,0.61177653,0.3410766,0.41046393
0.6564227,0.57232547,0.42981642,0.41156265,0.581123,0.49728182,0.55484074,0.44517627,0.49894103
0.63881403,0.55150956,0.44514772,0.42047125,0.5697969,0.4998487,0.55218184,0.4602246,0.51111937
0.61598146,0.5903141,0.43001568,0.45961678,0.54885846,0.47850373,0.5309978,0.42830876,0.48896185
0.64217687,0.6018611,0.4159327,0.43849942,0.56648064,0.4828271,0.5407684,0.42154494,0.48038346
0.607364,0.58480966,0.43527946,0.4657061,0.5431851,0.4779413,0.5284471,0.43196297,0.49253193
0.8220005,0.7109797,0.31152448,0.28324512,0.7108563,0.4990579,0.60677856,0.3450169,0.4140343
0.65213245,0.61668926,0.410114,0.43503955,0.5749112,0.47694796,0.5389787,0.40885496,0.47563183
0.7464402,0.65272903,0.3644692,0.34986663,0.64629674,0.49454802,0.5779528,0.38745463,0.45088953
0.70467204,0.6306796,0.38647413,0.38626847,0.6132231,0.4898716,0.5624665,0.40244687,0.46389288
0.6041929,0.55095935,0.45235303,0.4542344,0.54337347,0.4909235,0.53712505,0.45881164,0.51059204
0.60977626,0.5841635,0.43243444,0.46298808,0.54367685,0.48062587,0.5310448,0.4335572,0.49051884
0.8232486,0.7201984,0.305728,0.28550914,0.7110483,0.49565303,0.60489714,0.33733463,0.40753293
0.5211169,0.5211654,0.47913623,0.5206785,0.48224458,0.48430905,0.51252085,0.47949547,0.52119637
0.6458533,0.60342497,0.4143015,0.43547595,0.5691619,0.48325247,0.5420158,0.42052487,0.4795032
0.7048548,0.627666,0.38816327,0.38477945,0.61373335,0.49104753,0.5633589,0.4048329,0.4658175
0.6787435,0.5769606,0.42254385,0.39080778,0.59833044,0.5018654,0.5639794,0.44284594,0.49669638
0.69429654,0.61413157,0.39816922,0.39020002,0.6066223,0.49293053,0.56178725,0.41484886,0.47408202
0.59673977,0.577154,0.44098333,0.47274035,0.53569156,0.47841093,0.5261928,0.43757793,0.4963146
0.6206141,0.5964917,0.42986515,0.45784682,0.5538768,0.4746278,0.5292538,0.42225042,0.48913288
0.75572604,0.66062546,0.35774282,0.3426661,0.6536028,0.49458185,0.5808348,0.38171118,0.4460011
0.538199,0.51224685,0.47576883,0.51109475,0.49519116,0.4746984,0.5157808,0.45858604,0.502947
0.6494803,0.61300707,0.41013706,0.43604448,0.57191336,0.47935563,0.5400893,0.41252092,0.47547883
0.83254236,0.7232562,0.3013024,0.27446434,0.7203625,0.49837074,0.61045295,0.33546868,0.40570602
0.79767185,0.690188,0.33022907,0.3053584,0.6890866,0.49787563,0.5970079,0.3604981,0.427569
0.66499096,0.62327063,0.4004015,0.42469007,0.58256763,0.4803065,0.5448256,0.40556845,0.46878034
0.5345026,0.5330709,0.474127,0.5132471,0.49280676,0.48069966,0.5129812,0.4695655,0.5181472
0.5547432,0.5040705,0.4724285,0.5017591,0.5078125,0.4654663,0.5188964,0.43854234,0.485478
0.70045954,0.62158924,0.39258942,0.38686126,0.6108127,0.4919957,0.5628152,0.4093574,0.46954972
0.6529743,0.45369485,0.45186573,0.44432554,0.58493185,0.40920845,0.5380953,0.32134917,0.37995556
0.72323495,0.64513993,0.37409768,0.37241188,0.6271092,0.4900638,0.5678792,0.39208612,0.45513117
0.60134286,0.48065522,0.46287596,0.47503582,0.5438518,0.43917602,0.5278109,0.38244072,0.43578482
0.58530855,0.48878935,0.46619347,0.48431566,0.53135824,0.44828278,0.5247142,0.40166742,0.45296225
0.76883054,0.67774206,0.34468654,0.33478457,0.66342473,0.49234453,0.5834066,0.36871272,0.43503216
0.6672649,0.62516874,0.39928606,0.4231942,0.58437914,0.47993404,0.5451463,0.4040447,0.46804392
0.7697452,0.61948913,0.37776157,0.3100863,0.67091304,0.51489806,0.5995449,0.41535348,0.47295693
0.7308924,0.6196195,0.3869732,0.35330775,0.6366424,0.50199056,0.57859063,0.41272253,0.4716656
0.8973411,0.6931047,0.29617542,0.17315832,0.7981412,0.5458679,0.6728043,0.36732674,0.43012246
0.7538905,0.6506992,0.36389452,0.34057838,0.65313077,0.49778658,0.58253205,0.38955155,0.45244256
0.5839825,0.51055974,0.47502393,0.46493626,0.53248435,0.48612022,0.53369373,0.46563196,0.5151325
0.56336135,0.55362874,0.45900622,0.49470854,0.5126559,0.4794053,0.5188752,0.45457667,0.5082384
0.7312767,0.59031117,0.40341997,0.34113574,0.64028573,0.51276505,0.5863222,0.435635,0.48996994
0.7650515,0.669942,0.35013175,0.33586264,0.66090596,0.49411768,0.5834464,0.3747977,0.4401285
0.7667939,0.66957617,0.34992546,0.33367556,0.66253525,0.49486315,0.5845304,0.37520817,0.44042793
0.8117359,0.6346024,0.35808712,0.26674414,0.70894355,0.5250259,0.6208453,0.4064914,0.4648218
0.53796715,0.51236105,0.47581553,0.5112252,0.4950148,0.4748275,0.5157373,0.4588672,0.5031911
0.56360906,0.5588984,0.46310687,0.4969207,0.5158871,0.47291684,0.51407266,0.44803107,0.5114111
0.7774313,0.5931646,0.39051387,0.29161593,0.6807507,0.5271758,0.61056507,0.4364961,0.4896636
0.68683916,0.6241107,0.39404038,0.40231642,0.5993457,0.48709556,0.5555717,0.40659988,0.4675802
0.6345743,0.60346276,0.41955453,0.44690475,0.5619481,0.47817588,0.5354093,0.41882536,0.48193944
0.52283144,0.5197984,0.4788582,0.5197169,0.4835305,0.48324707,0.51290005,0.47723356,0.5190879
0.52450037,0.52417433,0.47787097,0.5188028,0.48491037,0.4833975,0.51263714,0.47698635,0.52042663
0.7136349,0.63204026,0.38374543,0.37722585,0.6205488,0.49205443,0.5665494,0.40189725,0.4632768
0.80270165,0.59860104,0.3806588,0.26480615,0.7038633,0.5346307,0.6242088,0.43413725,0.48718366
0.6406633,0.53582495,0.45359457,0.41214558,0.5730418,0.5058372,0.55695033,0.47234523,0.52059895
0.6339962,0.46376184,0.4559815,0.45578218,0.5696635,0.42035776,0.53424954,0.34363532,0.4005643
0.7510341,0.5782663,0.40545917,0.31520465,0.6587024,0.52343845,0.59969074,0.44624844,0.49797636
0.81161267,0.62787753,0.36187616,0.26450887,0.7095197,0.52747864,0.6224823,0.4118174,0.46911293
0.76335627,0.61649317,0.381038,0.31613916,0.6654715,0.5137902,0.5967438,0.4172741,0.47463912
0.6445705,0.45817804,0.45369953,0.44942576,0.5781443,0.41416746,0.5363816,0.3311904,0.38909334
0.54662776,0.5080882,0.47406936,0.50634634,0.5016118,0.46999955,0.5173659,0.44836903,0.49405885
0.6186542,0.566489,0.44072598,0.44668496,0.55253947,0.4892224,0.5394676,0.44764283,0.5015413
0.5293042,0.5284468,0.4760736,0.51613665,0.4886998,0.48210245,0.5128023,0.473423,0.51933265
0.74547434,0.585091,0.4029953,0.32380563,0.6531051,0.5191821,0.5950331,0.44059458,0.49361557
0.65609986,0.59925324,0.4146114,0.42330274,0.5777025,0.4875534,0.5477596,0.42432064,0.48236126
0.6793226,0.43934196,0.44598162,0.4280199,0.60651517,0.39340138,0.5435962,0.29080877,0.35118818
0.62591594,0.57056504,0.4369781,0.44126126,0.5576217,0.48969224,0.5416186,0.44488886,0.4992401
0.63900447,0.4611248,0.45490408,0.45277977,0.5736722,0.41743246,0.53525615,0.33773282,0.3951352
0.7776716,0.61668223,0.37732348,0.30001295,0.6784628,0.51873046,0.6047777,0.41811374,0.4749916
0.86670756,0.6684836,0.32176918,0.20855695,0.76355803,0.53744876,0.65167123,0.38415322,0.445084
0.61536264,0.4734612,0.4599412,0.466833,0.554869,0.43114617,0.5305511,0.36571607,0.42070118
0.6137937,0.5770116,0.435717,0.45596117,0.54758626,0.48422015,0.534643,0.43928504,0.4950031
0.7616685,0.6665074,0.3529315,0.33832645,0.6582476,0.49430358,0.58250284,0.37735444,0.44230244
0.55793184,0.49297062,0.4806746,0.49636474,0.51324755,0.4639934,0.5198571,0.4396193,0.49027804
0.58647835,0.45358247,0.49346244,0.46601072,0.53973836,0.4606158,0.53240544,0.4324221,0.48534063
0.69866484,0.5832574,0.41471398,0.37280083,0.61378413,0.5053758,0.5718685,0.43912688,0.49337864
0.57482797,0.56340593,0.45427316,0.48801127,0.52156013,0.4768715,0.51972955,0.4465941,0.5052752
0.7271958,0.61607194,0.38982752,0.35587344,0.6338887,0.50213665,0.5776166,0.41527954,0.47379383
0.60470665,0.4789366,0.46217498,0.47307572,0.54648685,0.4372556,0.52846533,0.37842008,0.43217123
0.733464,0.56384265,0.4177129,0.32858822,0.6450696,0.5228656,0.59407026,0.45624733,0.50623435
0.6928247,0.60226816,0.40523246,0.38674316,0.6068081,0.49682584,0.5641713,0.4240264,0.48146248
0.5467248,0.54394716,0.46954167,0.5064326,0.50249064,0.47739416,0.51340294,0.46048775,0.5153521
0.53774834,0.5359586,0.47291058,0.51144034,0.4953745,0.47982293,0.513093,0.46715602,0.51740605
0.6105671,0.5921548,0.43777117,0.46595386,0.548513,0.4712739,0.52424866,0.42387423,0.4946686
0.5743872,0.49427992,0.468433,0.49058202,0.5229074,0.45444584,0.52262414,0.41481394,0.46461555
0.6170573,0.47258586,0.459584,0.4658352,0.5562072,0.43017074,0.5308847,0.36370045,0.41887385
0.85014826,0.62005717,0.35422176,0.21499409,0.7498124,0.5473053,0.6509124,0.42136243,0.4756776
0.80857044,0.63234943,0.3602434,0.26973036,0.7060736,0.5245952,0.6194049,0.40803173,0.4661445
0.6416545,0.56616616,0.43630785,0.42378,0.570295,0.49544826,0.5497373,0.4491162,0.5023139
0.6164243,0.472913,0.4597175,0.4662081,0.5557072,0.43053526,0.53076,0.36445323,0.41955653
0.55888605,0.5020138,0.47158888,0.49941093,0.51098555,0.4631481,0.5196796,0.4335306,0.48108885
0.55772966,0.5297346,0.4713547,0.49391234,0.51096165,0.47985154,0.52028406,0.4614816,0.5128887
0.5616367,0.50064605,0.4710306,0.49784935,0.51309514,0.46160737,0.5202005,0.43020517,0.47817153
0.7116086,0.58011127,0.4136236,0.35798484,0.62484187,0.51035345,0.5789958,0.44233164,0.49567285
0.8026784,0.60415024,0.37759238,0.26674294,0.7032759,0.53262013,0.6228223,0.429796,0.48372862
0.62495124,0.56836444,0.43841577,0.44127846,0.55714023,0.49021664,0.5417558,0.4465319,0.5005565
0.6418739,0.6080725,0.41491252,0.4415794,0.5667799,0.47882003,0.5377428,0.41581628,0.47875488
0.6359516,0.569924,0.43533456,0.43104178,0.56543326,0.4925877,0.5462317,0.44591668,0.4998824
0.7075061,0.6342161,0.3838301,0.384756,0.6151603,0.4893961,0.5629196,0.3998193,0.46171263
0.6832896,0.60294235,0.40687776,0.39696294,0.59897506,0.4938302,0.55944496,0.42295706,0.4807836
0.5207351,0.5208259,0.47927898,0.5208901,0.481944,0.48441187,0.51250774,0.47977853,0.52128315
0.60495776,0.5604606,0.44683248,0.45752576,0.54283446,0.4877803,0.5350394,0.45156026,0.50486475
0.64525354,0.6115973,0.4139186,0.43976137,0.5698742,0.47729304,0.5374676,0.412644,0.47818866
